name,cagr_full,spy_cagr_full,edge_full_pp,sharpe,max_dd,n_cash,wf_mean_cagr,wf_median_cagr,wf_min_cagr,wf_max_cagr,wf_mean_edge_pp,wf_n_pos,wf_n_beats,wf_n_splits
v3_filter_chr70_q0.5_k2_h6,0.45474241169037866,0.12725478443785376,32.74876272525249,0.9356283897134126,-0.6906744930515392,4,0.48764121187161036,0.46872984275320384,0.17311374397076107,0.7637908978018024,33.95810145321757,10,10,10
v3_filter_chr_p90_rk_q0.7_k3_h6,0.4211183558309364,0.12725478443785376,29.38635713930826,0.9820142172801696,-0.4982861928502928,4,0.47059671036971223,0.4344917848409958,0.17557353570344048,1.1386207018892223,32.25365130302776,10,10,10
v3_filter_chr70_q0.5_k3_h6_invvol,0.4222167366213223,0.12725478443785376,29.496195218346855,1.03215979254634,-0.48413356006081976,4,0.46451409522325876,0.42370415217906043,0.2308054868545717,1.0458558656075327,31.645389788382424,10,10,10
v3_filter_chr_p70_rk_q0.4_k3_h6,0.4481362715456887,0.12725478443785376,32.08814871078349,1.03558644651507,-0.4982861928502925,4,0.45860399893579257,0.43832658350017706,0.17006813149774525,1.0879351638068608,31.054380159635805,10,10,10
v3_filter_chr_p90_rk_q0.4_k3_h6,0.43429819609672604,0.12725478443785376,30.70434116588723,1.0107673172086828,-0.49828619285029274,4,0.45800182969056225,0.43000128872072274,0.14930629277931984,1.0879351638068608,30.994163235112772,10,9,10
v3_filter_chr_p90_rk_q0.5_k3_h6,0.43193583431865434,0.12725478443785376,30.468104988080057,1.0038410063733836,-0.4982861928502928,4,0.4569719170601087,0.43008670387458425,0.14129571605893276,1.0879351638068608,30.891171972067404,10,9,10
v3_filter_chr_p70_rk_q0.5_k3_h6,0.42510860839332354,0.12725478443785376,29.78538239554698,0.9935584074796225,-0.4982861928502927,4,0.4512872834716776,0.41555344265186456,0.13067966642510664,1.0879351638068608,30.322708613224307,10,9,10
v3_filter_chr_p90_rk_q0.6_k3_h6,0.4359211170893622,0.12725478443785376,30.866633265150845,1.0114470736539944,-0.49828619285029274,4,0.45084690047256215,0.4035926213128225,0.12829735232515138,1.1386207018892223,30.278670313312755,10,9,10
v3_filter_chr_p70_rk_q0.3_k3_h6,0.42679737157721,0.12725478443785376,29.954258713935623,0.9983303728287138,-0.4982861928502928,4,0.4496360042119596,0.42049526191304776,0.17357947969248255,1.0879351638068608,30.157580687252494,10,10,10
v3_filter_chr_p90_rk_q0.3_k3_h6,0.42467985815160314,0.12725478443785376,29.742507371374938,0.9954808959536113,-0.4982861928502928,4,0.446069270326762,0.43000128872072274,0.1651554067071137,1.0879351638068608,29.800907298732756,10,10,10
v3_baseline,0.3977406189318511,0.12725478443785376,27.048583449399732,0.9553637477926258,-0.49828619285029263,4,0.42800538003320804,0.39897919814733074,0.14492104439496223,1.0879351638068608,27.994518269377345,10,9,10
v3_filter_chr_p70_rk_q0.6_k3_h6,0.38918955398543265,0.12725478443785376,26.193476954757887,0.9354189548708102,-0.5026303425931407,4,0.41373392404634723,0.4046425913008196,0.05531454630448973,0.9399348868773818,26.567372670691263,10,9,10
