date,ret_m,n_picks,scale,picks,reason,k_used
2007-01-31,-0.015938186503246566,27,1.0,"PBG,ATI,JNPR,GT,CBE,CSCO,CBRE,TPR,AMZN,HAS,CMVT,JWN,GOOGL,CCU,WEN,SPG,CME,VNO,X,KIM,VRSN,NSC,BXP,CCL,AET,IPG,MCO",ok,30.0
2007-02-28,-0.001,29,1.0,"PBG,AMD,ATI,CBRE,GOOGL,GT,UIS,X,TPR,WEN,JNPR,CME,KIM,SPG,BXP,EQ,SHW,AVB,WAT,EP,NUE,ADSK,PSA,VMC,HAS,AZO,PRU,CCU,NCR",ok,30.0
2007-03-30,0.0,0,0.0,,regime_dsma,
2007-04-30,0.010375056559433871,30,1.0,"EP,PBG,X,GT,CFC,AMD,GR,CVG,CHRW,BBBY,ESRX,ATI,AIZ,VMC,SPG,DE,HES,BXP,KIM,PSA,SYMC,UIS,CME,PRU,CNX,AVB,PPL,SHW,CTSH,TPR",ok,30.0
2007-05-31,-0.001,29,1.0,"PBG,GR,EP,CVG,SYMC,GT,CHRW,THC,CCU,CBRE,VMC,CMI,EXC,AIZ,TAP,VLO,KIM,SRE,PEG,NOV,ADI,PPL,PRU,FE,CAT,QCOM,BXP,GNW,MAT",ok,30.0
2007-06-29,0.0,0,0.0,,regime_dsma,
2007-07-31,-0.004634780702073815,30,1.0,"CBE,THC,PBG,NOV,BBBY,FCX,AKAM,PPL,JNPR,OXY,PEG,MRO,PHM,EP,SLM,NE,VLO,AAPL,CCU,ESRX,CVG,CIEN,SLB,CAT,EXC,FLR,TEX,HAL,RIG,KBH",ok,30.0
2007-08-31,-0.0007698089189259993,30,0.7698089189259992,"THC,EP,CBE,CCU,BOL,NOV,CMI,PBG,JEF,NE,AAPL,ESRX,JNPR,CIEN,RIG,PHM,EXC,FCX,OXY,PPL,CVG,PEG,CAT,CSX,BBBY,FLR,SLB,GLW,ADSK,JCI",ok,30.0
2007-09-28,0.0,0,0.0,,regime_dsma,
2007-10-31,-0.03697277137182381,29,1.0,"MTG,JNPR,EP,FLR,AAPL,OXY,EQ,MUR,CIEN,AMZN,CMI,X,NOV,CNX,CCU,NBL,JEF,RIG,HES,APA,NE,XOM,CVX,TXT,COP,CBE,DE,ADSK,ICE",ok,30.0
2007-11-30,0.0213750714161754,29,0.7077891253605176,"ETFC,EP,BBBY,CBE,NOV,CMI,AMZN,FCX,GOOGL,EQ,DE,TXT,LEN,JNPR,CIEN,APA,AAPL,NKE,CME,FLR,MCD,TROW,RIG,EXC,PPL,GD,WMB,CVX,ESRX",ok,30.0
