ticker,entry_date,exit_date,entry_price,exit_price,ret,reason
LLY,2003-10-02,2003-11-19,33.70146458410282,38.69252562311007,0.1480962652691824,take
NUE,2003-10-06,2003-11-25,6.607862234080999,7.644096865521492,0.15681843760240088,take
EMN,2003-10-17,2003-12-08,8.228995802266331,9.488816569109344,0.1530953225782481,take
WAT,2003-10-03,2003-12-11,28.554039323447128,32.9393365081932,0.15357887320499297,take
KO,2003-10-02,2003-12-16,11.339201698029957,13.048549289160478,0.15074673126482074,take
CSX,2003-10-14,2003-12-16,1.1066817608464943,1.278958731697342,0.15566983838160864,take
UNP,2003-10-20,2003-12-17,9.03874054542193,10.376912217679891,0.14804846599294597,take
ITT,2003-10-03,2003-12-18,7.660220659907722,9.259034194239172,0.208716381069721,take
HAL,2003-12-03,2003-12-18,8.199395911930532,9.535494030024012,0.16295079935698564,take
IP,2003-11-25,2003-12-29,15.356431661442315,17.64842371983532,0.14925290646445255,take
BMY,2003-10-29,2003-12-30,10.580678943630405,12.154519939962404,0.14874669241140293,take
AIG,2003-11-28,2004-01-02,683.9476707621058,789.1604414339113,0.15383160900975001,take
MTG,2003-10-30,2004-01-06,41.293131240821744,47.46748124024851,0.14952486803235931,take
VIAV,2003-11-25,2004-01-07,15.608646392822266,18.202503204345703,0.16618076585527874,take
AAPL,2003-12-12,2004-01-13,0.3162203073655547,0.3651136373425461,0.15461793198648088,take
SCHW,2003-12-19,2004-01-14,8.204397377619147,9.43687827761749,0.15022198990025015,take
GE,2003-11-13,2004-01-16,79.14128898248924,93.7423076449292,0.1844930610830784,take
BAX,2003-11-14,2004-01-16,10.040165499804463,11.528307622269377,0.14821888369209613,take
NTAP,2003-12-24,2004-01-16,14.857702033385419,17.07441227750666,0.14919603577594098,take
AEP,2003-11-25,2004-01-21,11.495169526687443,13.287113608737936,0.15588670335746468,take
SRE,2003-11-25,2004-01-23,6.691397155469906,7.740201377362312,0.15673919773765888,take
PEG,2003-11-26,2004-02-11,8.805126459699066,10.107236977661644,0.1478809559320151,take
XOM,2003-11-26,2004-02-11,17.657733645837425,20.52945275662986,0.16263237221665783,take
HOG,2003-11-26,2004-02-20,29.11643341668327,33.53684866444973,0.15181856872736432,take
TGT,2003-12-30,2004-03-01,22.98300482874807,26.638447278997667,0.1590498056058025,take
EA,2003-12-15,2004-03-25,42.004622860077674,48.58938361172786,0.15676276331738048,take
PEP,2004-01-22,2004-03-30,25.20679781240643,28.945081495931966,0.1483045847928215,take
ROK,2004-03-15,2004-04-05,19.677567069066537,22.71458376748672,0.1543390342800266,take
